tag_id,scaffold_id,terminus,num_msa_hits,af2_rmsd,af2_mean_bfactor,af2_fix_rmsd,af2_fix_mean_bfactor,af3_rmsd,af3_mean_bfactor,af3_fix_rmsd,af3_fix_mean_bfactor,esm_rmsd,esm_mean_bfactor,esm_argmax_rmsd,esm_argmax_mean_bfactor,af3_rmsd_delta,af3_rmsd_ratio,af3_rmsd_abs_delta,af3_bfactor_delta,af3_bfactor_ratio,af3_bfactor_abs_delta,af3_rmsd_abs_delta_normalized,af3_bfactor_abs_delta_normalized,max_normalized_delta,combined_delta_score,msa_category
2lg6,GFP,N,640,2.652268648147583,77.35333333333331,2.4403793811798096,76.605,9.394379615783691,36.26074074074074,2.3182170391082764,77.66342592592594,2.6346116065979004,0.7375000000000002,11.553916931152344,0.1544444444444444,7.076162576675415,4.0524159115823455,7.076162576675415,-41.4026851851852,0.46689597205415095,41.4026851851852,2.356399368242221,2.9244826885148796,2.9244826885148796,5.2808820567571,Deep
2lg6,GFP,C,640,2.150012731552124,82.83388888888891,2.3803415298461914,79.22833333333331,2.129225730895996,80.29555555555554,1.9926623106002808,80.44222222222223,2.571760416030884,0.7855555555555553,3.378983974456787,0.3908333333333333,0.13656342029571533,1.06853314762328,0.13656342029571533,-0.1466666666666896,0.9981767452139559,0.1466666666666896,-0.4974681832580272,-0.6035013559692021,-0.4974681832580272,-1.1009695392272292,Deep
2lg6,SUMO,N,640,7.826319694519043,47.78055555555554,2.3324508666992188,85.9825,12.702166557312012,41.02601851851852,2.442690849304199,86.70212962962962,13.140674591064451,0.6202777777777777,9.724722862243652,0.3969444444444444,10.259475708007812,5.200071290613884,10.259475708007812,-45.676111111111105,0.4731835157195293,45.676111111111105,3.6655173514361636,3.2899221813050965,3.6655173514361636,6.95543953274126,Deep
2lg6,SUMO,C,640,2.4202167987823486,80.2352777777778,2.478167772293091,78.5113888888889,8.084504127502441,47.14361111111111,2.878619909286499,78.20648148148148,12.4194917678833,0.6391666666666665,11.043586730957031,0.3513888888888889,5.205884218215942,2.8084653001327586,5.205884218215942,-31.062870370370362,0.6028095142251637,31.062870370370362,1.5872588747925735,2.040279534659576,2.040279534659576,3.62753840945215,Deep
2lg6,GST,N,640,2.389666795730591,81.06861111111114,2.436497449874878,81.06999999999998,8.684618949890137,38.60268518518519,2.210825204849243,81.96166666666667,13.590200424194336,0.3638888888888888,15.420167922973633,0.3072222222222222,6.4737937450408936,3.928225049561231,6.4737937450408936,-43.358981481481486,0.4709846292191697,43.358981481481486,2.1086788841193744,3.091774210272332,3.091774210272332,5.200453094391706,Deep
2lg6,GST,C,640,3.071741104125977,72.71666666666668,2.3120038509368896,77.45916666666669,10.52475643157959,33.563240740740746,2.058206558227539,80.4,16.381507873535156,0.4566666666666666,8.835951805114746,0.3094444444444444,8.46654987335205,5.1135569408753465,8.46654987335205,-46.83675925925926,0.4174532430440391,46.83675925925926,2.9281876085407634,3.3891743218403905,3.3891743218403905,6.3173619303811535,Deep
2lg6,MBP,N,640,2.04926872253418,74.83749999999999,2.1065094470977783,77.29555555555555,11.336240768432615,39.38583333333333,2.122140645980835,82.4550925925926,14.153800964355469,0.3322222222222222,5.865882873535156,0.3927777777777777,9.21410012245178,5.341889468967361,9.21410012245178,-43.069259259259276,0.47766404833158327,43.069259259259276,3.235613059340809,3.066998785642502,3.235613059340809,6.302611844983311,Deep
2lg6,MBP,C,640,2.1355645656585693,71.78333333333333,2.38897967338562,70.51305555555557,13.338507652282717,33.69388888888889,2.210937261581421,78.5851851851852,9.347552299499512,0.3247222222222221,9.240219116210938,0.3088888888888888,11.127570390701296,6.032965242415815,11.127570390701296,-44.891296296296304,0.428756244697898,44.891296296296304,4.02251596054045,3.2228092061812728,4.02251596054045,7.245325166721723,Deep
2bn6,no_scaffold,,1807,2.5517401695251465,81.94787878787879,,,2.8624532222747803,89.30787878787876,,,3.374802827835083,0.9581818181818184,2.9937238693237305,0.9363636363636364,,,,,,,,,,0.0,Deep
2bn6,GFP,N,1807,3.4432923793792725,79.37515151515152,3.523675441741944,78.30333333333333,3.569582223892212,82.40787878787879,3.69038724899292,86.3090909090909,3.584892988204956,0.9318181818181815,2.969703435897827,0.4806060606060607,-0.12080502510070801,0.9672649462102724,0.12080502510070801,-3.9012121212121116,0.9547995225054421,3.9012121212121116,-0.5039487265426353,-0.2824336200707225,-0.2824336200707225,-0.7863823466133578,Deep
2bn6,GFP,C,1807,3.358558654785156,82.03606060606062,3.512226104736328,80.81484848484848,2.9392290115356445,75.23474747474748,2.885808229446411,75.32343434343434,2.821587085723877,0.6815151515151514,2.7353827953338623,0.5109090909090911,0.0534207820892334,1.0185115495701116,0.0534207820892334,-0.08868686868686382,0.9988225859659757,0.08868686868686382,-0.5316600828154346,-0.6084594641318551,-0.5316600828154346,-1.1401195469472898,Deep
2bn6,SUMO,N,1807,2.8040287494659424,83.3539393939394,2.695769786834717,85.04848484848486,3.2316277027130127,87.12040404040403,3.153108835220337,87.03050505050506,3.576744318008423,0.8978787878787876,3.2268266677856445,0.6675757575757577,0.07851886749267578,1.0249020479774176,0.07851886749267578,0.08989898989896972,1.00103295953352,0.08989898989896972,-0.5213386492681067,-0.6083558103026722,-0.5213386492681067,-1.129694459570779,Deep
2bn6,SUMO,C,1807,2.5103096961975098,76.55212121212121,3.207333564758301,76.3478787878788,2.4654979705810547,81.83636363636364,2.437767267227173,81.32616161616161,2.779916524887085,0.854242424242424,2.9214842319488525,0.7539393939393938,0.027730703353881836,1.011375451515281,0.027730703353881836,0.5102020202020299,1.006273528838236,0.5102020202020299,-0.5422249699863176,-0.572413845033001,-0.5422249699863176,-1.1146388150193185,Deep
2bn6,GST,N,1807,3.663829326629639,84.3930303030303,3.5315260887146,81.57757575757577,3.1819515228271484,84.27222222222223,3.204579591751098,85.40606060606059,3.816478729248047,0.7263636363636364,3.450669288635254,0.5406060606060606,-0.02262806892394975,0.9929388338544636,0.02262806892394975,-1.1338383838383663,0.9867241460876149,1.1338383838383663,-0.5443233970710237,-0.5190839499176622,-0.5190839499176622,-1.063407346988686,Deep
2bn6,GST,C,1807,3.1020236015319824,78.15272727272728,2.89856505393982,72.24030303030302,3.34646987915039,85.68898989898987,2.860098600387573,84.2860606060606,3.062577247619629,0.7809090909090909,2.691164493560791,0.5200000000000001,0.4863712787628174,1.1700540249545623,0.4863712787628174,1.4029292929292723,1.0166448554226106,1.4029292929292723,-0.35361184890169867,-0.4960727998387397,-0.35361184890169867,-0.8496846487404384,Deep
2bn6,MBP,N,1807,3.5669119358062744,77.30848484848484,3.55801010131836,81.17272727272727,3.547574996948242,86.18060606060605,3.5657830238342285,87.95474747474746,,,2.9817538261413574,0.6106060606060608,-0.018208026885986328,0.9948936806406107,0.018208026885986328,-1.7741414141414111,0.9798289294770498,1.7741414141414111,-0.5461411122249047,-0.4643288146510351,-0.4643288146510351,-1.0104699268759398,Deep
2bn6,MBP,C,1807,2.873021125793457,69.44515151515151,3.2690279483795166,67.15939393939392,3.363039255142212,78.68121212121213,3.3334434032440186,77.38181818181818,3.096176624298096,0.7836363636363635,2.6395246982574463,0.5675757575757575,0.02959585189819336,1.0088784623939893,0.02959585189819336,1.2993939393939513,1.0167919799498748,1.2993939393939513,-0.5414579390974449,-0.5049265644148989,-0.5049265644148989,-1.0463845035123438,Deep
1emz,no_scaffold,,358,2.789413452148437,88.86380952380951,,,1.250593900680542,93.61714285714284,,,2.635110855102539,0.9380952380952384,2.6951024532318115,0.9185714285714288,,,,,,,,,,0.0,Medium
1emz,GFP,N,358,2.78802752494812,55.37809523809523,2.8242976665496826,50.36142857142856,3.7846250534057617,43.58698412698413,3.400057554244995,41.38142857142857,5.754845142364502,0.6223809523809525,3.419484853744507,0.3157142857142856,0.3845674991607666,1.1131061733589278,0.3845674991607666,2.2055555555555557,1.0532981975658124,2.2055555555555557,-0.39547802829900314,-0.42743668928050976,-0.39547802829900314,-0.8229147175795128,Medium
1emz,GFP,C,358,2.7252769470214844,60.69619047619047,2.629224300384521,55.257142857142846,2.390764713287353,49.522063492063495,2.4193384647369385,52.24507936507938,7.429268836975098,0.6576190476190478,2.730989456176758,0.3195238095238095,-0.028573751449585405,0.9881894361346863,0.028573751449585405,-2.723015873015882,0.9478799552779329,2.723015873015882,-0.5418782716323542,-0.38318637601205296,-0.38318637601205296,-0.9250646476444072,Medium
1emz,SUMO,N,358,2.4890739917755127,69.6604761904762,2.595741510391236,80.99857142857144,5.17069673538208,48.16523809523809,3.2246415615081787,61.894444444444446,1.566348433494568,0.7190476190476193,3.336741209030152,0.4957142857142856,1.9460551738739014,1.6034950355734183,1.9460551738739014,-13.729206349206358,0.7781835434110812,13.729206349206358,0.24667419209756708,0.5580014987491351,0.5580014987491351,0.8046756908467021,Medium
1emz,SUMO,C,358,2.4097776412963867,63.73999999999999,2.70746111869812,55.66380952380951,2.381005048751831,57.26079365079366,4.964086532592773,60.08174603174604,2.711439371109009,0.8100000000000002,3.0097415447235107,0.6680952380952383,-2.5830814838409424,0.47964616110513636,2.5830814838409424,-2.8209523809523844,0.953048095848249,2.8209523809523844,0.5086473514255907,-0.37481139340879044,0.5086473514255907,0.13383595801680026,Medium
1emz,GST,N,358,2.711174488067627,47.72952380952382,2.729378700256348,48.57238095238095,4.619659900665283,37.8331746031746,2.8719475269317627,56.46857142857143,5.729981899261475,0.5785714285714286,2.782015562057495,0.4333333333333334,1.7477123737335205,1.6085460675532204,1.7477123737335205,-18.635396825396832,0.6699863950167532,18.635396825396832,0.16510693314804156,0.9775514781401495,0.9775514781401495,1.142658411288191,Medium
1emz,GST,C,358,3.920907497406006,39.15190476190476,4.888149261474609,38.350476190476186,5.835622787475586,44.29174603174604,2.7410552501678467,42.51777777777779,2.6010165214538574,0.6633333333333333,3.320511102676392,0.4057142857142856,3.0945675373077393,2.1289694131915966,3.0945675373077393,1.773968253968249,1.041722976756688,1.773968253968249,0.7189928509479762,-0.46434362234091875,0.7189928509479762,0.2546492286070574,Medium
1emz,MBP,N,358,8.278674125671387,37.96333333333333,2.620792388916016,49.22666666666666,9.095335006713867,34.88857142857143,2.650136232376098,61.661428571428566,,,2.9388210773468018,0.5142857142857141,6.4451987743377686,3.432025454238267,6.4451987743377686,-26.772857142857134,0.5658086787294675,26.772857142857134,2.096919377959609,1.6734215885759358,2.096919377959609,3.770340966535545,Medium
1emz,MBP,C,358,2.8132195472717285,48.70857142857141,3.485738515853882,45.66476190476191,2.6580252647399902,50.00777777777778,3.333915948867798,52.96698412698412,2.433314323425293,0.6823809523809521,2.458676815032959,0.4885714285714286,-0.6758906841278076,0.797268229165363,0.6758906841278076,-2.9592063492063403,0.9441311149203458,2.9592063492063403,-0.27567315688754357,-0.36298868701099235,-0.27567315688754357,-0.6386618438985359,Medium
5lm0,no_scaffold,,119,2.2686166763305664,83.3175,,,1.0543110370635986,92.21071428571427,,,1.0549378395080566,0.9535714285714284,1.2001625299453735,0.8807142857142858,,,,,,,,,,0.0,Medium
5lm0,GFP,N,119,1.5972533226013184,70.62714285714287,1.3287756443023682,70.6135714285714,3.611037254333496,41.887142857142855,1.2502895593643188,73.49357142857141,1.0972859859466553,0.8064285714285715,3.014190435409546,0.4028571428571428,2.3607476949691772,2.888160768269908,2.3607476949691772,-31.60642857142856,0.569942949334733,31.60642857142856,0.41721394563875647,2.086761593022067,2.086761593022067,2.5039755386608236,Medium
5lm0,GFP,C,119,1.175277590751648,75.96464285714285,1.2345852851867676,80.09857142857145,4.592930316925049,49.08749999999999,1.0264513492584229,79.4729761904762,1.1223918199539185,0.650357142857143,1.34463632106781,0.5017857142857144,3.566478967666626,4.474571854032136,3.566478967666626,-30.38547619047621,0.6176627874404744,30.38547619047621,0.9130635296622046,1.982352571653676,1.982352571653676,2.8954161013158806,Medium
5lm0,SUMO,N,119,4.102057933807373,45.00571428571429,1.4833225011825562,79.58678571428572,9.431488990783691,48.17821428571428,1.035178303718567,80.74535714285715,11.109827995300291,0.7457142857142858,10.381986618041992,0.4278571428571427,8.396310687065125,9.110980163421027,8.396310687065125,-32.56714285714286,0.596668539102204,32.56714285714286,2.8993021743721687,2.1689165074568324,2.8993021743721687,5.068218681829001,Medium
5lm0,SUMO,C,119,1.0750880241394043,71.63321428571427,1.410006046295166,80.61285714285714,0.7489411234855652,78.89321428571428,0.7329173684120178,78.97059523809523,1.0582269430160522,0.8414285714285713,2.919140100479126,0.5164285714285715,0.016023755073547363,1.0218629763246918,0.016023755073547363,-0.077380952380949,0.9990201295539479,0.077380952380949,-0.5470393805987265,-0.6094262828838304,-0.5470393805987265,-1.1564656634825567,Medium
5lm0,GST,N,119,1.4560248851776123,78.09428571428572,1.4257198572158811,78.77928571428572,1.1746644973754885,74.58178571428572,1.381069540977478,80.10464285714286,10.676568031311035,0.5289285714285715,10.49985408782959,0.4007142857142856,-0.20640504360198952,0.8505469583697411,0.20640504360198952,-5.5228571428571485,0.931054468931264,5.5228571428571485,-0.46874624442462326,-0.14375960431196244,-0.14375960431196244,-0.6125058487365858,Medium
5lm0,GST,C,119,5.050128936767578,54.6732142857143,2.14332914352417,79.07821428571428,10.743714332580566,51.3907142857143,2.134570598602295,74.22214285714287,10.154887199401855,0.6132142857142858,9.143009185791016,0.4210714285714285,8.609143733978271,5.033196999722329,8.609143733978271,-22.831428571428567,0.6923906034972237,22.831428571428567,2.9868284583527025,1.3363726533707116,2.9868284583527025,4.323201111723414,Medium
5lm0,MBP,N,119,1.3174290657043457,73.29107142857144,1.4121687412261963,69.56428571428572,1.3514758348464966,72.95107142857144,1.5072532892227173,77.36404761904762,1.3363903760910034,0.6292857142857142,3.211212635040283,0.4828571428571428,-0.1557774543762207,0.8966481244459222,0.1557774543762207,-4.412976190476186,0.9429583078149381,4.412976190476186,-0.48956652969560727,-0.23867041810072454,-0.23867041810072454,-0.7282369477963317,Medium
5lm0,MBP,C,119,1.0099292993545532,69.62107142857143,1.2441266775131226,75.63750000000002,1.0761843919754028,78.06511904761904,1.089553713798523,80.61250000000001,,,1.1550265550613403,0.5642857142857144,-0.013369321823120117,0.9877295431571607,0.013369321823120117,-2.5473809523809763,0.9683996780600902,2.5473809523809763,-0.5481309999776431,-0.39820569246344634,-0.39820569246344634,-0.9463366924410894,Medium
1cfg,no_scaffold,,5979,3.5515449047088623,78.32818181818183,,,2.8503475189208984,90.24863636363638,,,10.79339599609375,0.875,10.470983505249023,0.8000000000000002,,,,,,,,,,0.0,Deep
1cfg,GFP,N,5979,4.199292182922363,46.17363636363637,9.898836135864258,75.0440909090909,3.8193202018737793,39.25242424242424,9.988518714904783,73.67045454545455,3.775707006454468,0.7122727272727273,5.706624984741211,0.3177272727272728,-6.169198513031004,0.38237103126959376,6.169198513031004,-34.41803030303031,0.5328109414365777,34.41803030303031,1.9834159648374192,2.3271940536600786,2.3271940536600786,4.310610018497497,Deep
1cfg,GFP,C,5979,3.3214614391326904,47.103181818181824,10.406597137451172,78.06136363636365,4.093636512756348,42.24272727272727,7.127864837646484,38.54484848484849,7.090456962585449,0.655,6.721725940704346,0.2763636363636363,-3.0342283248901367,0.5743145536564364,3.0342283248901367,3.6978787878787855,1.0959370430352677,3.6978787878787855,0.694178720258112,-0.2998215499163943,0.694178720258112,0.3943571703417177,Deep
1cfg,SUMO,N,5979,3.884543418884277,64.83636363636364,9.643540382385254,66.16999999999999,4.228513717651367,66.04651515151515,4.114437103271484,68.07439393939396,5.145844459533691,0.8549999999999999,2.714316844940185,0.4772727272727273,0.11407661437988281,1.0277259346823355,0.11407661437988281,-2.027878787878805,0.9702108433064537,2.027878787878805,-0.5067157441464802,-0.44263061307511226,-0.44263061307511226,-0.9493463572215926,Deep
1cfg,SUMO,C,5979,5.745336532592773,52.10681818181819,9.826964378356934,65.49409090909089,5.6331987380981445,46.90621212121212,8.229768753051758,52.227727272727286,4.248713970184326,0.7022727272727272,5.144021987915039,0.4663636363636363,-2.5965700149536133,0.6844905254487552,2.5965700149536133,-5.321515151515165,0.8981093869214946,5.321515151515165,0.5141944270408249,-0.16097724572397426,0.5141944270408249,0.3532171813168506,Deep
1cfg,GST,N,5979,4.043182849884033,57.08909090909091,9.836164474487305,76.40454545454544,3.540473222732544,56.75666666666667,10.077754974365234,78.07803030303032,3.7810566425323486,0.6904545454545453,4.323147773742676,0.4840909090909091,-6.53728175163269,0.3513156681957875,6.53728175163269,-21.32136363636365,0.7269223678720781,21.32136363636365,2.134787937083218,1.2072403427806198,2.134787937083218,3.342028279863838,Deep
1cfg,GST,C,5979,4.855856418609619,49.58590909090909,10.235575675964355,79.06636363636362,6.409013748168945,44.70015151515151,10.24197769165039,75.88409090909093,3.0871810913085938,0.4736363636363637,3.940008163452149,0.3886363636363636,-3.8329639434814453,0.6257593934610687,3.8329639434814453,-31.18393939393942,0.5890582726846165,31.18393939393942,1.0226538400392944,2.0506326806676225,2.0506326806676225,3.073286520706917,Deep
1cfg,MBP,N,5979,7.738751888275146,36.935,10.157066345214844,74.95863636363637,9.605344772338867,35.71030303030303,10.04840850830078,77.92575757575759,,,3.899731159210205,0.5004545454545455,-0.4430637359619123,0.9559070736827721,0.4430637359619123,-42.215454545454556,0.4582605821391767,42.215454545454556,-0.37142181001754915,2.993986180074268,2.993986180074268,2.6225643700567187,Deep
1cfg,MBP,C,5979,3.016763925552368,42.86545454545456,10.050381660461426,73.62045454545455,3.710736989974976,42.08409090909092,10.015348434448242,75.13424242424242,3.270863771438598,0.5531818181818182,3.0899245738983154,0.4054545454545454,-6.304611444473267,0.37050503177819843,6.304611444473267,-33.0501515151515,0.5601186563040701,33.0501515151515,2.039103701605519,2.2102207074255533,2.2102207074255533,4.249324409031072,Deep
2rlw,no_scaffold,,4,2.8215253353118896,78.33735294117646,,,2.0387182235717773,91.4499019607843,,,2.1714067459106445,0.963529411764706,10.824365615844728,0.5452941176470588,,,,,,,,,,0.0,Medium
2rlw,GFP,N,4,8.912203788757324,34.12941176470589,11.185541152954102,31.79970588235293,10.436633110046388,24.983235294117648,10.989290237426758,25.636078431372557,8.397811889648438,0.525,14.532622337341309,0.2573529411764706,-0.5526571273803693,0.9497094793712738,0.5526571273803693,-0.6528431372549086,0.9745342042464661,0.6528431372549086,-0.326352200580458,-0.5602159741981297,-0.326352200580458,-0.8865681747785877,Medium
2rlw,GFP,C,4,10.961424827575684,32.28088235294117,13.33138656616211,29.315588235294108,11.218269348144531,27.220980392156857,10.859501838684082,26.64911764705882,5.221605777740479,0.6220588235294118,12.781078338623049,0.2544117647058824,0.3587675094604492,1.0330371977269193,0.3587675094604492,0.5718627450980378,1.0214589748400602,0.5718627450980378,-0.40608811567949504,-0.5671409645802545,-0.40608811567949504,-0.9732290802597496,Medium
2rlw,SUMO,N,4,6.738590717315674,51.25441176470588,6.804019451141357,53.4120588235294,10.01435089111328,40.671960784313725,8.983497619628906,38.40509803921569,7.487362384796143,0.7247058823529412,10.77438259124756,0.4273529411764705,1.0308532714843732,1.1147496571081583,1.0308532714843732,2.266862745098038,1.059025047736718,2.266862745098038,-0.12969697191982962,-0.42219404119460796,-0.12969697191982962,-0.5518910131144376,Medium
2rlw,SUMO,C,4,7.676023006439209,47.76970588235294,10.52338409423828,45.5664705882353,9.352632522583008,41.79235294117647,9.48176383972168,42.17549019607844,6.457999706268311,0.7323529411764703,6.800654411315918,0.43,-0.12913131713867188,0.9863810869663611,0.12913131713867188,-0.3831372549019747,0.9909156419256604,0.3831372549019747,-0.5005245900563637,-0.5832797133521527,-0.5005245900563637,-1.0838043034085163,Medium
2rlw,GST,N,4,7.458270072937012,35.5285294117647,8.754398345947266,32.367058823529405,7.142856597900391,39.4035294117647,8.124788284301758,35.63274509803921,6.260315418243408,0.4350000000000001,6.485785007476807,0.4644117647058824,-0.9819316864013672,0.8791437201756261,0.9819316864013672,3.7707843137254926,1.105823570520616,3.7707843137254926,-0.14981567346010494,-0.29358707695515956,-0.14981567346010494,-0.4434027504152645,Medium
2rlw,GST,C,4,9.64202117919922,37.00441176470588,9.40634059906006,31.29117647058824,11.172625541687012,38.54098039215687,11.299314498901367,40.33862745098039,2.9095144271850586,0.7241176470588234,8.930975914001465,0.3608823529411765,-0.12668895721435547,0.9887879076888537,0.12668895721435547,-1.7976470588235216,0.9554360876306952,1.7976470588235216,-0.5015289955818159,-0.4623187433360687,-0.4623187433360687,-0.9638477389178846,Medium
2rlw,MBP,N,4,11.297896385192873,31.354705882352945,10.625077247619627,32.37058823529412,12.078752517700195,28.3356862745098,10.064682006835938,31.069411764705883,8.904679298400879,0.5811764705882352,7.818009853363037,0.3988235294117646,2.014070510864258,1.2001126820992756,2.014070510864258,-2.7337254901960826,0.9120123190326529,2.7337254901960826,0.27464508189495357,-0.38227054942744637,0.27464508189495357,-0.1076254675324928,Medium
2rlw,MBP,C,4,8.510875701904297,32.779117647058825,9.637948989868164,32.22911764705883,7.2117390632629395,36.68303921568626,7.524284362792969,35.42039215686275,,,8.467220306396484,0.3541176470588236,-0.3125452995300293,0.9584617905889439,0.3125452995300293,1.2626470588235037,1.0356474613051077,1.2626470588235037,-0.4250967157594851,-0.5080689521923067,-0.4250967157594851,-0.9331656679517919,Medium
2it7,no_scaffold,,114,0.5314280986785889,94.09857142857142,,,0.675567090511322,95.32130952380952,,,2.2021484375,0.8846428571428572,2.969470739364624,0.8203571428571428,,,,,,,,,,0.0,Medium
2it7,GFP,N,114,0.4485364258289337,77.4242857142857,0.4556877911090851,77.2757142857143,0.5590408444404602,76.33309523809524,0.4250784516334533,81.76059523809525,3.05192232131958,0.6964285714285714,3.260207414627075,0.5821428571428571,0.1339623928070069,1.3151474564100538,0.1339623928070069,-5.427500000000009,0.933617166262127,5.427500000000009,-0.4985378398452901,-0.15191401403466917,-0.15191401403466917,-0.6504518538799593,Medium
2it7,GFP,C,114,0.563362717628479,86.92178571428569,0.5402340292930603,87.93357142857143,0.5704745054244995,83.91285714285715,0.6219942569732666,84.32916666666668,2.2490267753601074,0.7332142857142856,3.143099069595337,0.5457142857142857,-0.05151975154876709,0.9171700526633939,0.05151975154876709,-0.4163095238095309,0.9950632795239741,0.4163095238095309,-0.5324418699549498,-0.5804430063787771,-0.5324418699549498,-1.112884876333727,Medium
2it7,SUMO,N,114,13.26955509185791,44.48,0.4741301238536834,92.85071428571428,11.28036117553711,39.64154761904763,0.8251396417617798,84.67404761904763,3.286468505859375,0.8132142857142858,2.0469236373901367,0.7024999999999999,10.45522153377533,13.670851095521336,10.45522153377533,-45.0325,0.46816644218304937,45.0325,3.7460166206174357,3.234884157462989,3.7460166206174357,6.980900778080425,Medium
2it7,SUMO,C,114,0.7290000915527344,79.26964285714287,1.1214890480041504,75.44642857142858,0.5393645763397217,89.44845238095238,0.518285870552063,89.79619047619047,1.0520358085632324,0.7728571428571429,3.2739548683166504,0.6625,0.02107870578765869,1.0406700374934132,0.02107870578765869,-0.34773809523809973,0.9961274738561398,0.34773809523809973,-0.5449605631494256,-0.5863068515726341,-0.5449605631494256,-1.1312674147220596,Medium
2it7,GST,N,114,0.4870096445083618,78.97178571428573,0.4674047827720642,83.0775,1.3547484874725342,57.81130952380952,0.6016764640808105,85.09107142857141,2.642826795578003,0.7696428571428571,3.005798101425171,0.5735714285714286,0.7530720233917236,2.251622871009592,0.7530720233917236,-27.27976190476189,0.6794051191650403,27.27976190476189,-0.2439328049244006,1.7167692497485778,1.7167692497485778,1.4728364448241773,Medium
